produto,quantidade,ano
SUCO DE UVAS CONCENTRADO,34923477,2015
OUTROS PRODUTOS COMERCIALIZADOS,31922948,2015
Outros vinhos (sem informação detalhada),0,2015
"Agrin (fermentado, acetico misto)",0,2015
Aguardente de vinho 50°gl,5,2015
Alcool vinico,0,2015
Bagaceira (graspa),16268,2015
Base champenoise champanha,72774,2015
Base charmat champanha,117404,2015
Base espumante moscatel,77054,2015
Bebida de uva,2801,2015
Borra líquida,24091,2015
Borra seca,128754,2015
Brandy (conhaque),8118,2015
Cooler,3297202,2015
Coquetel com vinho,611787,2015
Destilado de vinho,0,2015
Filtrado doce,6001714,2015
Jeropiga,58860,2015
Mistelas,1144,2015
Mosto concentrado,0,2015
Mosto de uva,335966,2015
Mosto sulfitado,0,2015
Nectar de uva,3959884,2015
Outros produtos,660042,2015
Polpa de uva,2500025,2015
Preparado líquido para refresco,160245,2015
Refrigerante +50% suco,0,2015
Sangria,131599,2015
Vinagre balsamico,120677,2015
Vinagre duplo,1164527,2015
Vinagre simples,8188031,2015
Vinho acetificado,3359266,2015
Vinho base para espumantes,0,2015
Vinho composto,413735,2015
Vinho licoroso,510975,2015
Vinho leve,0,2015
Vinho gaseificado,0,2015
Total,432208500,2015
VINHO DE MESA,180446489,2019
Tinto,158519218,2019
Rosado,1265435,2019
Branco,20661836,2019
VINHO FINO DE MESA,15684588,2019
Tinto,11433702,2019
Rosado,503524,2019
Branco,3747362,2019
VINHO FRIZANTE,1826433,2019
VINHO ORGÂNICO,2554,2019
VINHO ESPECIAL,0,2019
Tinto,0,2019
Rosado,0,2019
Branco,0,2019
ESPUMANTES,22759859,2019
Espumante Moscatel,8997187,2019
Espumante,13762361,2019
Espumante Orgânico,311,2019
SUCO DE UVAS,147907617,2019
Suco Natural Integral,131628685,2019
Suco Adoçado,0,2019
Suco Reprocessado/reconstituido,7759932,2019
Suco Orgânico,416849,2019
Outros sucos de uvas,8102151,2019
SUCO DE UVAS CONCENTRADO,28721470,2019
OUTROS PRODUTOS COMERCIALIZADOS,34794651,2019
Outros vinhos (sem informação detalhada),310886,2019
"Agrin (fermentado, acetico misto)",0,2019
Aguardente de vinho 50°gl,0,2019
Alcool vinico,0,2019
Bagaceira (graspa),8746,2019
Base champenoise champanha,65692,2019
Base charmat champanha,271714,2019
Base espumante moscatel,115468,2019
Bebida de uva,498512,2019
Borra líquida,17398,2019
Borra seca,153770,2019
Brandy (conhaque),5015,2019
Cooler,3782516,2019
Coquetel com vinho,269701,2019
Destilado de vinho,309,2019
Filtrado doce,4076204,2019
Jeropiga,0,2019
Mistelas,3765,2019
Mosto concentrado,0,2019
Mosto de uva,5736852,2019
Mosto sulfitado,94000,2019
Nectar de uva,4006608,2019
Outros produtos,2294581,2019
Polpa de uva,1838395,2019
Preparado líquido para refresco,52567,2019
Refrigerante +50% suco,110648,2019
Sangria,67279,2019
Vinagre balsamico,211653,2019
Vinagre duplo,1130092,2019
Vinagre simples,6246945,2019
Vinho acetificado,2592380,2019
Vinho base para espumantes,0,2019
Vinho composto,366549,2019
Vinho licoroso,465964,2019
Vinho leve,306,2019
Vinho gaseificado,136,2019
Total,432143661,2019
VINHO DE MESA,166769622,2016
Tinto,146646365,2016
Rosado,1391942,2016
Branco,18731315,2016
VINHO FINO DE MESA,19630158,2016
Tinto,15228514,2016
Rosado,172351,2016
Branco,4229293,2016
VINHO FRIZANTE,1727386,2016
VINHO ORGÂNICO,0,2016
VINHO ESPECIAL,331,2016
Tinto,331,2016
Rosado,0,2016
Branco,0,2016
ESPUMANTES,16945710,2016
Espumante Moscatel,4507467,2016
Espumante,12438243,2016
Espumante Orgânico,0,2016
SUCO DE UVAS,92290851,2016
Suco Natural Integral,0,2016
Suco Adoçado,0,2016
Suco Reprocessado/reconstituido,0,2016
Suco Orgânico,0,2016
Outros sucos de uvas,0,2016
SUCO DE UVAS CONCENTRADO,28859784,2016
OUTROS PRODUTOS COMERCIALIZADOS,27120309,2016
Outros vinhos (sem informação detalhada),0,2016
"Agrin (fermentado, acetico misto)",0,2016
Aguardente de vinho 50°gl,0,2016
Alcool vinico,6315,2016
Bagaceira (graspa),9301,2016
Base champenoise champanha,74805,2016
Base charmat champanha,122356,2016
Base espumante moscatel,131739,2016
Bebida de uva,1483,2016
Borra líquida,15000,2016
Borra seca,57292,2016
Brandy (conhaque),8253,2016
Cooler,2450732,2016
Coquetel com vinho,506532,2016
Destilado de vinho,6700,2016
Filtrado doce,4225414,2016
Jeropiga,14429,2016
Mistelas,835,2016
Mosto concentrado,0,2016
Mosto de uva,9458,2016
Mosto sulfitado,0,2016
Nectar de uva,3288046,2016
Outros produtos,763041,2016
Polpa de uva,1924093,2016
Preparado líquido para refresco,33684,2016
Refrigerante +50% suco,0,2016
Sangria,77070,2016
Vinagre balsamico,101991,2016
Vinagre duplo,1083539,2016
Vinagre simples,8186761,2016
Vinho acetificado,3097566,2016
Vinho base para espumantes,0,2016
Vinho composto,377685,2016
Vinho licoroso,546189,2016
Vinho leve,0,2016
Vinho gaseificado,0,2016
Total,353344151,2016
VINHO DE MESA,177186273,2018
Tinto,155115499,2018
Rosado,1972944,2018
Branco,20097830,2018
VINHO FINO DE MESA,14826143,2018
Tinto,11150517,2018
Rosado,262430,2018
Branco,3413196,2018
VINHO FRIZANTE,1638337,2018
VINHO ORGÂNICO,0,2018
VINHO ESPECIAL,0,2018
Tinto,0,2018
Rosado,0,2018
Branco,0,2018
ESPUMANTES,18218375,2018
Espumante Moscatel,6526075,2018
Espumante,11692300,2018
Espumante Orgânico,0,2018
SUCO DE UVAS,140472108,2018
Suco Natural Integral,0,2018
Suco Adoçado,0,2018
Suco Reprocessado/reconstituido,0,2018
Suco Orgânico,0,2018
Outros sucos de uvas,0,2018
SUCO DE UVAS CONCENTRADO,23572263,2018
OUTROS PRODUTOS COMERCIALIZADOS,31246158,2018
Outros vinhos (sem informação detalhada),3734763,2018
"Agrin (fermentado, acetico misto)",0,2018
Aguardente de vinho 50°gl,0,2018
Alcool vinico,21575,2018
Bagaceira (graspa),6929,2018
Base champenoise champanha,74941,2018
Base charmat champanha,287361,2018
Base espumante moscatel,109200,2018
Bebida de uva,10330,2018
Borra líquida,11600,2018
Borra seca,721280,2018
Brandy (conhaque),4652,2018
Cooler,3091682,2018
Coquetel com vinho,349836,2018
Destilado de vinho,82,2018
Filtrado doce,3867645,2018
Jeropiga,173,2018
Mistelas,1902,2018
Mosto concentrado,0,2018
Mosto de uva,715708,2018
Mosto sulfitado,0,2018
Nectar de uva,3517417,2018
Outros produtos,1773526,2018
Polpa de uva,1853162,2018
Preparado líquido para refresco,76888,2018
Refrigerante +50% suco,40574,2018
Sangria,58498,2018
Vinagre balsamico,133714,2018
Vinagre duplo,888589,2018
Vinagre simples,6994467,2018
Vinho acetificado,2158993,2018
Vinho base para espumantes,0,2018
Vinho composto,249165,2018
Vinho licoroso,491165,2018
Vinho leve,198,2018
Vinho gaseificado,143,2018
Total,407159657,2018
VINHO DE MESA,215557931,2020
Tinto,189573423,2020
Rosado,1394901,2020
Branco,24589607,2020
VINHO FINO DE MESA,24310834,2020
Tinto,18202453,2020
Rosado,993248,2020
Branco,5115133,2020
VINHO FRIZANTE,2557585,2020
VINHO ORGÂNICO,10718,2020
VINHO ESPECIAL,0,2020
Tinto,0,2020
Rosado,0,2020
Branco,0,2020
ESPUMANTES,22610762,2020
Espumante Moscatel,9298571,2020
Espumante,13311450,2020
Espumante Orgânico,742,2020
SUCO DE UVAS,144889668,2020
Suco Natural Integral,114453657,2020
Suco Adoçado,0,2020
Suco Reprocessado/reconstituido,22066742,2020
Suco Orgânico,553391,2020
Outros sucos de uvas,7815879,2020
SUCO DE UVAS CONCENTRADO,22422414,2020
OUTROS PRODUTOS COMERCIALIZADOS,26547242,2020
Outros vinhos (sem informação detalhada),192057,2020
"Agrin (fermentado, acetico misto)",0,2020
Aguardente de vinho 50°gl,866,2020
Alcool vinico,6640,2020
Bagaceira (graspa),7610,2020
Base champenoise champanha,8772,2020
Base charmat champanha,123,2020
Base espumante moscatel,23703,2020
Bebida de uva,354511,2020
Borra líquida,22975,2020
Borra seca,146260,2020
Brandy (conhaque),7966,2020
Cooler,6260381,2020
Coquetel com vinho,205664,2020
Destilado de vinho,200,2020
Filtrado doce,2415338,2020
Jeropiga,1267,2020
Mistelas,1201,2020
Mosto concentrado,0,2020
Mosto de uva,48044,2020
Mosto sulfitado,0,2020
Nectar de uva,3319597,2020
Outros produtos,2543754,2020
Polpa de uva,1129453,2020
Preparado líquido para refresco,11366,2020
Refrigerante +50% suco,144945,2020
Sangria,11017,2020
Vinagre balsamico,248771,2020
Vinagre duplo,1075579,2020
Vinagre simples,6049584,2020
Vinho acetificado,1879227,2020
Vinho base para espumantes,0,2020
Vinho composto,63625,2020
Vinho licoroso,362340,2020
Vinho leve,396,2020
Vinho gaseificado,4012,2020
Total,458907154,2020
VINHO DE MESA,210012238,2021
Tinto,185653678,2021
Rosado,1931606,2021
Branco,22426954,2021
VINHO FINO DE MESA,27080445,2021
Tinto,19337862,2021
Rosado,1603537,2021
Branco,6139046,2021
VINHO FRIZANTE,3696762,2021
VINHO ORGÂNICO,18686,2021
VINHO ESPECIAL,0,2021
Tinto,0,2021
Rosado,0,2021
Branco,0,2021
ESPUMANTES,31242697,2021
Espumante Moscatel,12240059,2021
Espumante,19001999,2021
Espumante Orgânico,639,2021
SUCO DE UVAS,147753321,2021
Suco Natural Integral,115173833,2021
Suco Adoçado,0,2021
Suco Reprocessado/reconstituido,26136089,2021
Suco Orgânico,902299,2021
Outros sucos de uvas,5541100,2021
SUCO DE UVAS CONCENTRADO,26730942,2021
OUTROS PRODUTOS COMERCIALIZADOS,26657930,2021
Outros vinhos (sem informação detalhada),17618,2021
"Agrin (fermentado, acetico misto)",0,2021
Aguardente de vinho 50°gl,0,2021
Alcool vinico,0,2021
Bagaceira (graspa),7676,2021
Base champenoise champanha,9580,2021
Base charmat champanha,4230,2021
Base espumante moscatel,49734,2021
Bebida de uva,324298,2021
Borra líquida,935,2021
Borra seca,414100,2021
Brandy (conhaque),7311,2021
Cooler,6107943,2021
Coquetel com vinho,244184,2021
Destilado de vinho,175,2021
Filtrado doce,2430821,2021
Jeropiga,1763,2021
Mistelas,9075,2021
Mosto concentrado,0,2021
Mosto de uva,803171,2021
Mosto sulfitado,0,2021
Nectar de uva,4021229,2021
Outros produtos,2105686,2021
Polpa de uva,1002033,2021
Preparado líquido para refresco,23455,2021
Refrigerante +50% suco,175954,2021
Sangria,17222,2021
Vinagre balsamico,332217,2021
Vinagre duplo,795060,2021
Vinagre simples,5647166,2021
Vinho acetificado,1448086,2021
Vinho base para espumantes,0,2021
Vinho composto,227116,2021
Vinho licoroso,376597,2021
Vinho leve,0,2021
Vinho gaseificado,53495,2021
Total,473193021,2021
VINHO DE MESA,200578746,1999
Tinto,150857434,1999
Rosado,13221934,1999
Branco,36499378,1999
VINHO FINO DE MESA,37096571,1999
Tinto,14706398,1999
Rosado,1479987,1999
Branco,20910186,1999
VINHO FRIZANTE,12861,1999
VINHO ORGÂNICO,0,1999
VINHO ESPECIAL,234696,1999
Tinto,56589,1999
Rosado,112392,1999
Branco,65715,1999
ESPUMANTES,5606536,1999
Espumante Moscatel,50670,1999
Espumante,5555866,1999
Espumante Orgânico,0,1999
SUCO DE UVAS,7778310,1999
Suco Natural Integral,0,1999
Suco Adoçado,0,1999
Suco Reprocessado/reconstituido,0,1999
Suco Orgânico,0,1999
Outros sucos de uvas,0,1999
SUCO DE UVAS CONCENTRADO,16261806,1999
OUTROS PRODUTOS COMERCIALIZADOS,34388096,1999
Outros vinhos (sem informação detalhada),0,1999
"Agrin (fermentado, acetico misto)",0,1999
Aguardente de vinho 50°gl,0,1999
Alcool vinico,0,1999
Bagaceira (graspa),5121,1999
Base champenoise champanha,0,1999
Base charmat champanha,0,1999
Base espumante moscatel,0,1999
Bebida de uva,0,1999
Borra líquida,0,1999
Borra seca,0,1999
Brandy (conhaque),2480893,1999
Cooler,9424282,1999
Coquetel com vinho,0,1999
Destilado de vinho,409640,1999
Filtrado doce,14457195,1999
Jeropiga,71800,1999
Mistelas,27060,1999
Mosto concentrado,0,1999
Mosto de uva,0,1999
Mosto sulfitado,88000,1999
Nectar de uva,0,1999
Outros produtos,0,1999
Polpa de uva,0,1999
Preparado líquido para refresco,0,1999
Refrigerante +50% suco,0,1999
Sangria,0,1999
Vinagre balsamico,0,1999
Vinagre duplo,0,1999
Vinagre simples,2426530,1999
Vinho acetificado,2784540,1999
Vinho base para espumantes,0,1999
Vinho composto,1199898,1999
Vinho licoroso,1013137,1999
Vinho leve,0,1999
Vinho gaseificado,0,1999
Total,301957622,1999
VINHO DE MESA,187016848,2023
Tinto,165097539,2023
Rosado,2520748,2023
Branco,19398561,2023
VINHO FINO DE MESA,18589310,2023
Tinto,12450606,2023
Rosado,1214583,2023
Branco,4924121,2023
VINHO FRIZANTE,2843600,2023
VINHO ORGÂNICO,9123,2023
VINHO ESPECIAL,0,2023
Tinto,0,2023
Rosado,0,2023
Branco,0,2023
ESPUMANTES,29381635,2023
Espumante Moscatel,9771698,2023
Espumante,19609379,2023
Espumante Orgânico,558,2023
SUCO DE UVAS,166708720,2023
Suco Natural Integral,129419407,2023
Suco Adoçado,128599,2023
Suco Reprocessado/reconstituido,34402925,2023
Suco Orgânico,932154,2023
Outros sucos de uvas,1825635,2023
SUCO DE UVAS CONCENTRADO,37852507,2023
OUTROS PRODUTOS COMERCIALIZADOS,29889342,2023
Outros vinhos (sem informação detalhada),8152,2023
"Agrin (fermentado, acetico misto)",0,2023
Aguardente de vinho 50°gl,111,2023
Alcool vinico,0,2023
Bagaceira (graspa),0,2023
Base champenoise champanha,66290,2023
Base charmat champanha,184040,2023
Base espumante moscatel,722984,2023
Bebida de uva,16780,2023
Borra líquida,72600,2023
Borra seca,53220,2023
Brandy (conhaque),4506,2023
Cooler,4321881,2023
Coquetel com vinho,397156,2023
Destilado de vinho,245,2023
Filtrado doce,2366601,2023
Jeropiga,346,2023
Mistelas,1668,2023
Mosto concentrado,0,2023
Mosto de uva,359626,2023
Mosto sulfitado,0,2023
Nectar de uva,3604413,2023
Outros produtos,7459271,2023
Polpa de uva,1331651,2023
Preparado líquido para refresco,17178,2023
Refrigerante +50% suco,501876,2023
Sangria,84157,2023
Vinagre balsamico,338926,2023
Vinagre duplo,1769130,2023
Vinagre simples,5047280,2023
Vinho acetificado,194020,2023
Vinho base para espumantes,0,2023
Vinho composto,981,2023
Vinho licoroso,421974,2023
Vinho leve,132064,2023
Vinho gaseificado,410215,2023
Total,472291085,2023
VINHO DE MESA,187939996,2022
Tinto,165067340,2022
Rosado,2213723,2022
Branco,20658933,2022
VINHO FINO DE MESA,21533487,2022
Tinto,15258778,2022
Rosado,1318396,2022
Branco,4956314,2022
VINHO FRIZANTE,2875864,2022
VINHO ORGÂNICO,14947,2022
VINHO ESPECIAL,0,2022
Tinto,0,2022
Rosado,0,2022
Branco,0,2022
ESPUMANTES,29525942,2022
Espumante Moscatel,12204315,2022
Espumante,17321031,2022
Espumante Orgânico,597,2022
SUCO DE UVAS,157125036,2022
Suco Natural Integral,115394795,2022
Suco Adoçado,0,2022
Suco Reprocessado/reconstituido,35139154,2022
Suco Orgânico,1002685,2022
Outros sucos de uvas,5588403,2022
SUCO DE UVAS CONCENTRADO,33632834,2022
OUTROS PRODUTOS COMERCIALIZADOS,31704382,2022
Outros vinhos (sem informação detalhada),8812,2022
"Agrin (fermentado, acetico misto)",0,2022
Aguardente de vinho 50°gl,0,2022
Alcool vinico,0,2022
Bagaceira (graspa),5594,2022
Base champenoise champanha,60958,2022
Base charmat champanha,226901,2022
Base espumante moscatel,720603,2022
Bebida de uva,139943,2022
Borra líquida,49840,2022
Borra seca,122525,2022
Brandy (conhaque),4407,2022
Cooler,4505384,2022
Coquetel com vinho,292420,2022
Destilado de vinho,33,2022
Filtrado doce,2339403,2022
Jeropiga,1392,2022
Mistelas,4080,2022
Mosto concentrado,0,2022
Mosto de uva,1579638,2022
Mosto sulfitado,0,2022
Nectar de uva,4719055,2022
Outros produtos,7406812,2022
Polpa de uva,1058011,2022
Preparado líquido para refresco,19711,2022
Refrigerante +50% suco,265026,2022
Sangria,95605,2022
Vinagre balsamico,296664,2022
Vinagre duplo,987142,2022
Vinagre simples,5309881,2022
Vinho acetificado,1052563,2022
Vinho base para espumantes,0,2022
Vinho composto,32000,2022
Vinho licoroso,385006,2022
Vinho leve,27,2022
Vinho gaseificado,14947,2022
Total,464352488,2022
