produto,quantidade,ano
Vinho leve,0,1976
Vinho licoroso,0,1976
Brandy,0,1976
Destilado,0,1976
Bagaceira,705912,1976
Licor de bagaceira,0,1976
Vinagre,288000,1976
Borra líquida,3393173,1976
Borra seca,0,1976
Vinho Composto,0,1976
Pisco,0,1976
Vinho orgânico,0,1976
Espumante orgânico,0,1976
Destilado alcoólico simples de bagaceira,0,1976
Vinho acidificado,0,1976
Mosto parcialmente fermentado,0,1976
Outros derivados,0,1976
Total,201991040,1976
VINHO DE MESA,200053669,1978
Tinto,162917363,1978
Branco,5079748,1978
Rosado,32056558,1978
VINHO FINO DE MESA (VINIFERA),36750933,1978
Tinto,15000671,1978
Branco,17640081,1978
Rosado,4110181,1978
SUCO,0,1978
Suco de uva integral,0,1978
Suco de uva concentrado,0,1978
Suco de uva adoçado,0,1978
Suco de uva orgânico,0,1978
Suco de uva reconstituído,0,1978
DERIVADOS,41607777,1978
Espumante,0,1978
Espumante moscatel,0,1978
Base espumante,0,1978
Base espumante moscatel,0,1978
Base Champenoise champanha,0,1978
Base Charmat champanha,0,1978
Bebida de uva,0,1978
Polpa de uva,0,1978
Mosto simples,40052456,1978
Mosto concentrado,0,1978
Mosto de uva com bagaço,0,1978
Mosto dessulfitado,0,1978
Mistelas,242150,1978
Néctar de uva,0,1978
Licorosos,479971,1978
Compostos,75000,1978
Jeropiga,60000,1978
Filtrado,0,1978
Frisante,0,1978
Vinho leve,0,1978
Vinho licoroso,0,1978
Brandy,0,1978
Destilado,0,1978
Bagaceira,698200,1978
Licor de bagaceira,0,1978
Vinagre,0,1978
Borra líquida,0,1978
Borra seca,0,1978
Vinho Composto,0,1978
Pisco,0,1978
Vinho orgânico,0,1978
Espumante orgânico,0,1978
Destilado alcoólico simples de bagaceira,0,1978
Vinho acidificado,0,1978
Mosto parcialmente fermentado,0,1978
Outros derivados,0,1978
Total,278412379,1978
VINHO DE MESA,195359778,1977
Tinto,154801826,1977
Branco,4954387,1977
Rosado,35603565,1977
VINHO FINO DE MESA (VINIFERA),41264971,1977
Tinto,16131758,1977
Branco,20409231,1977
Rosado,4723982,1977
SUCO,0,1977
Suco de uva integral,0,1977
Suco de uva concentrado,0,1977
Suco de uva adoçado,0,1977
Suco de uva orgânico,0,1977
Suco de uva reconstituído,0,1977
DERIVADOS,24015856,1977
Espumante,0,1977
Espumante moscatel,0,1977
Base espumante,0,1977
Base espumante moscatel,0,1977
Base Champenoise champanha,0,1977
Base Charmat champanha,0,1977
Bebida de uva,0,1977
Polpa de uva,0,1977
Mosto simples,22097156,1977
Mosto concentrado,0,1977
Mosto de uva com bagaço,0,1977
Mosto dessulfitado,0,1977
Mistelas,553200,1977
Néctar de uva,0,1977
Licorosos,525000,1977
Compostos,0,1977
Jeropiga,12500,1977
Filtrado,0,1977
Frisante,0,1977
Vinho leve,0,1977
Vinho licoroso,0,1977
Brandy,0,1977
Destilado,0,1977
Bagaceira,828000,1977
Licor de bagaceira,0,1977
Vinagre,0,1977
Borra líquida,0,1977
Borra seca,0,1977
Vinho Composto,0,1977
Pisco,0,1977
Vinho orgânico,0,1977
Espumante orgânico,0,1977
Destilado alcoólico simples de bagaceira,0,1977
Vinho acidificado,0,1977
Mosto parcialmente fermentado,0,1977
Outros derivados,0,1977
Total,260640605,1977
VINHO DE MESA,116710345,1973
Tinto,88589019,1973
Branco,243900,1973
Rosado,27877426,1973
VINHO FINO DE MESA (VINIFERA),12368410,1973
Tinto,3419625,1973
Branco,7930070,1973
Rosado,1018715,1973
SUCO,0,1973
Suco de uva integral,0,1973
Suco de uva concentrado,0,1973
Suco de uva adoçado,0,1973
Suco de uva orgânico,0,1973
Suco de uva reconstituído,0,1973
DERIVADOS,28317919,1973
Espumante,0,1973
Espumante moscatel,0,1973
Base espumante,0,1973
Base espumante moscatel,0,1973
Base Champenoise champanha,0,1973
Base Charmat champanha,0,1973
Bebida de uva,0,1973
Polpa de uva,0,1973
Mosto simples,21779327,1973
Mosto concentrado,0,1973
Mosto de uva com bagaço,0,1973
Mosto dessulfitado,0,1973
Mistelas,512900,1973
Néctar de uva,0,1973
Licorosos,176500,1973
Compostos,1628000,1973
Jeropiga,0,1973
Filtrado,0,1973
Frisante,0,1973
Vinho leve,0,1973
Vinho licoroso,0,1973
Brandy,0,1973
Destilado,0,1973
Bagaceira,661270,1973
Licor de bagaceira,0,1973
Vinagre,0,1973
Borra líquida,3559922,1973
Borra seca,0,1973
Vinho Composto,0,1973
Pisco,0,1973
Vinho orgânico,0,1973
Espumante orgânico,0,1973
Destilado alcoólico simples de bagaceira,0,1973
Vinho acidificado,0,1973
Mosto parcialmente fermentado,0,1973
Outros derivados,0,1973
Total,157396674,1973
VINHO DE MESA,154264651,1971
Tinto,121133369,1971
Branco,1160500,1971
Rosado,31970782,1971
VINHO FINO DE MESA (VINIFERA),23586062,1971
Tinto,7265666,1971
Branco,15655709,1971
Rosado,664687,1971
SUCO,2296654,1971
Suco de uva integral,2296654,1971
Suco de uva concentrado,0,1971
Suco de uva adoçado,0,1971
Suco de uva orgânico,0,1971
Suco de uva reconstituído,0,1971
DERIVADOS,13280518,1971
Espumante,0,1971
Espumante moscatel,0,1971
Base espumante,0,1971
Base espumante moscatel,0,1971
Base Champenoise champanha,0,1971
Base Charmat champanha,0,1971
Bebida de uva,0,1971
Polpa de uva,0,1971
Mosto simples,7646774,1971
Mosto concentrado,0,1971
Mosto de uva com bagaço,0,1971
Mosto dessulfitado,0,1971
Mistelas,818400,1971
Néctar de uva,0,1971
Licorosos,270000,1971
Compostos,45000,1971
Jeropiga,0,1971
Filtrado,0,1971
Frisante,0,1971
Vinho leve,0,1971
Vinho licoroso,0,1971
Brandy,0,1971
Destilado,0,1971
Bagaceira,913200,1971
Licor de bagaceira,0,1971
Vinagre,21500,1971
Borra líquida,3565644,1971
Borra seca,0,1971
Vinho Composto,0,1971
Pisco,0,1971
Vinho orgânico,0,1971
Espumante orgânico,0,1971
Destilado alcoólico simples de bagaceira,0,1971
Vinho acidificado,0,1971
Mosto parcialmente fermentado,0,1971
Outros derivados,0,1971
Total,193427885,1971
VINHO DE MESA,177401209,1975
Tinto,144274134,1975
Branco,1441507,1975
Rosado,31685568,1975
VINHO FINO DE MESA (VINIFERA),39424590,1975
Tinto,14731106,1975
Branco,21933695,1975
Rosado,2759789,1975
SUCO,0,1975
Suco de uva integral,0,1975
Suco de uva concentrado,0,1975
Suco de uva adoçado,0,1975
Suco de uva orgânico,0,1975
Suco de uva reconstituído,0,1975
DERIVADOS,53633143,1975
Espumante,0,1975
Espumante moscatel,0,1975
Base espumante,0,1975
Base espumante moscatel,0,1975
Base Champenoise champanha,0,1975
Base Charmat champanha,0,1975
Bebida de uva,0,1975
Polpa de uva,0,1975
Mosto simples,48185206,1975
Mosto concentrado,0,1975
Mosto de uva com bagaço,0,1975
Mosto dessulfitado,0,1975
Mistelas,223000,1975
Néctar de uva,0,1975
Licorosos,24000,1975
Compostos,0,1975
Jeropiga,0,1975
Filtrado,0,1975
Frisante,0,1975
Vinho leve,0,1975
Vinho licoroso,0,1975
Brandy,0,1975
Destilado,0,1975
Bagaceira,576098,1975
Licor de bagaceira,0,1975
Vinagre,0,1975
Borra líquida,4624839,1975
Borra seca,0,1975
Vinho Composto,0,1975
Pisco,0,1975
Vinho orgânico,0,1975
Espumante orgânico,0,1975
Destilado alcoólico simples de bagaceira,0,1975
Vinho acidificado,0,1975
Mosto parcialmente fermentado,0,1975
Outros derivados,0,1975
Total,270458942,1975
VINHO DE MESA,186129728,1981
Tinto,134156175,1981
Branco,12547739,1981
Rosado,39425814,1981
VINHO FINO DE MESA (VINIFERA),49348047,1981
Tinto,16036963,1981
Branco,27528276,1981
Rosado,5782808,1981
SUCO,0,1981
Suco de uva integral,0,1981
Suco de uva concentrado,0,1981
Suco de uva adoçado,0,1981
Suco de uva orgânico,0,1981
Suco de uva reconstituído,0,1981
DERIVADOS,52530037,1981
Espumante,0,1981
Espumante moscatel,0,1981
Base espumante,0,1981
Base espumante moscatel,0,1981
Base Champenoise champanha,0,1981
Base Charmat champanha,0,1981
Bebida de uva,0,1981
Polpa de uva,0,1981
Mosto simples,48762185,1981
Mosto concentrado,0,1981
Mosto de uva com bagaço,0,1981
Mosto dessulfitado,0,1981
Mistelas,0,1981
Néctar de uva,0,1981
Licorosos,0,1981
Compostos,0,1981
Jeropiga,0,1981
Filtrado,0,1981
Frisante,0,1981
Vinho leve,0,1981
Vinho licoroso,0,1981
Brandy,0,1981
Destilado,0,1981
Bagaceira,0,1981
Licor de bagaceira,0,1981
Vinagre,0,1981
Borra líquida,3767852,1981
Borra seca,0,1981
Vinho Composto,0,1981
Pisco,0,1981
Vinho orgânico,0,1981
Espumante orgânico,0,1981
Destilado alcoólico simples de bagaceira,0,1981
Vinho acidificado,0,1981
Mosto parcialmente fermentado,0,1981
Outros derivados,0,1981
Total,288007812,1981
VINHO DE MESA,130308185,1980
Tinto,101659755,1980
Branco,5363452,1980
Rosado,23284978,1980
VINHO FINO DE MESA (VINIFERA),31740663,1980
Tinto,9296741,1980
Branco,19326572,1980
Rosado,3117350,1980
SUCO,0,1980
Suco de uva integral,0,1980
Suco de uva concentrado,0,1980
Suco de uva adoçado,0,1980
Suco de uva orgânico,0,1980
Suco de uva reconstituído,0,1980
DERIVADOS,37553414,1980
Espumante,0,1980
Espumante moscatel,0,1980
Base espumante,0,1980
Base espumante moscatel,0,1980
Base Champenoise champanha,0,1980
Base Charmat champanha,0,1980
Bebida de uva,0,1980
Polpa de uva,0,1980
Mosto simples,37553414,1980
Mosto concentrado,0,1980
Mosto de uva com bagaço,0,1980
Mosto dessulfitado,0,1980
Mistelas,0,1980
Néctar de uva,0,1980
Licorosos,0,1980
Compostos,0,1980
Jeropiga,0,1980
Filtrado,0,1980
Frisante,0,1980
Vinho leve,0,1980
Vinho licoroso,0,1980
Brandy,0,1980
Destilado,0,1980
Bagaceira,0,1980
Licor de bagaceira,0,1980
Vinagre,0,1980
Borra líquida,0,1980
Borra seca,0,1980
Vinho Composto,0,1980
Pisco,0,1980
Vinho orgânico,0,1980
Espumante orgânico,0,1980
Destilado alcoólico simples de bagaceira,0,1980
Vinho acidificado,0,1980
Mosto parcialmente fermentado,0,1980
Outros derivados,0,1980
Total,199602262,1980
VINHO DE MESA,120261544,1983
Tinto,87080528,1983
Branco,12191896,1983
Rosado,20989120,1983
VINHO FINO DE MESA (VINIFERA),40616812,1983
Tinto,14340514,1983
Branco,24164361,1983
Rosado,2111937,1983
SUCO,0,1983
Suco de uva integral,0,1983
Suco de uva concentrado,0,1983
Suco de uva adoçado,0,1983
Suco de uva orgânico,0,1983
Suco de uva reconstituído,0,1983
DERIVADOS,27314628,1983
Espumante,0,1983
Espumante moscatel,0,1983
Base espumante,0,1983
Base espumante moscatel,0,1983
Base Champenoise champanha,0,1983
Base Charmat champanha,0,1983
Bebida de uva,0,1983
Polpa de uva,0,1983
Mosto simples,27314628,1983
Mosto concentrado,0,1983
Mosto de uva com bagaço,0,1983
Mosto dessulfitado,0,1983
Mistelas,0,1983
Néctar de uva,0,1983
Licorosos,0,1983
Compostos,0,1983
Jeropiga,0,1983
Filtrado,0,1983
Frisante,0,1983
Vinho leve,0,1983
Vinho licoroso,0,1983
Brandy,0,1983
Destilado,0,1983
Bagaceira,0,1983
Licor de bagaceira,0,1983
Vinagre,0,1983
Borra líquida,0,1983
Borra seca,0,1983
Vinho Composto,0,1983
Pisco,0,1983
Vinho orgânico,0,1983
Espumante orgânico,0,1983
Destilado alcoólico simples de bagaceira,0,1983
Vinho acidificado,0,1983
Mosto parcialmente fermentado,0,1983
Outros derivados,0,1983
Total,188192984,1983
VINHO DE MESA,177680331,1984
Tinto,119615028,1984
Branco,19502230,1984
Rosado,38563073,1984
VINHO FINO DE MESA (VINIFERA),48289279,1984
Tinto,15777602,1984
Branco,30395959,1984
Rosado,2115718,1984
SUCO,0,1984
Suco de uva integral,0,1984
Suco de uva concentrado,0,1984
Suco de uva adoçado,0,1984
Suco de uva orgânico,0,1984
Suco de uva reconstituído,0,1984
DERIVADOS,17331744,1984
Espumante,0,1984
Espumante moscatel,0,1984
Base espumante,0,1984
Base espumante moscatel,0,1984
Base Champenoise champanha,0,1984
Base Charmat champanha,0,1984
Bebida de uva,0,1984
Polpa de uva,0,1984
Mosto simples,17331744,1984
Mosto concentrado,0,1984
Mosto de uva com bagaço,0,1984
Mosto dessulfitado,0,1984
Mistelas,0,1984
Néctar de uva,0,1984
Licorosos,0,1984
Compostos,0,1984
Jeropiga,0,1984
Filtrado,0,1984
Frisante,0,1984
Vinho leve,0,1984
Vinho licoroso,0,1984
Brandy,0,1984
Destilado,0,1984
Bagaceira,0,1984
Licor de bagaceira,0,1984
Vinagre,0,1984
Borra líquida,0,1984
Borra seca,0,1984
Vinho Composto,0,1984
Pisco,0,1984
Vinho orgânico,0,1984
Espumante orgânico,0,1984
Destilado alcoólico simples de bagaceira,0,1984
Vinho acidificado,0,1984
Mosto parcialmente fermentado,0,1984
Outros derivados,0,1984
Total,243301354,1984
VINHO DE MESA,275338955,1985
Tinto,216732390,1985
Branco,23010666,1985
Rosado,35595899,1985
VINHO FINO DE MESA (VINIFERA),67035393,1985
Tinto,19347979,1985
Branco,44679484,1985
Rosado,3007930,1985
SUCO,6631667,1985
Suco de uva integral,3544706,1985
Suco de uva concentrado,3086961,1985
Suco de uva adoçado,0,1985
Suco de uva orgânico,0,1985
Suco de uva reconstituído,0,1985
DERIVADOS,17336419,1985
Espumante,0,1985
Espumante moscatel,0,1985
Base espumante,0,1985
Base espumante moscatel,0,1985
Base Champenoise champanha,0,1985
Base Charmat champanha,0,1985
Bebida de uva,0,1985
Polpa de uva,0,1985
Mosto simples,10637557,1985
Mosto concentrado,354707,1985
Mosto de uva com bagaço,0,1985
Mosto dessulfitado,0,1985
Mistelas,0,1985
Néctar de uva,0,1985
Licorosos,0,1985
Compostos,0,1985
Jeropiga,234500,1985
Filtrado,0,1985
Frisante,0,1985
Vinho leve,0,1985
Vinho licoroso,0,1985
Brandy,13000,1985
Destilado,342650,1985
Bagaceira,299500,1985
Licor de bagaceira,0,1985
Vinagre,104707,1985
Borra líquida,5095798,1985
Borra seca,0,1985
Vinho Composto,0,1985
Pisco,0,1985
Vinho orgânico,254000,1985
Espumante orgânico,0,1985
Destilado alcoólico simples de bagaceira,0,1985
Vinho acidificado,0,1985
Mosto parcialmente fermentado,0,1985
Outros derivados,0,1985
Total,366342434,1985
VINHO DE MESA,157711522,1986
Tinto,118766694,1986
Branco,16872183,1986
Rosado,22072645,1986
VINHO FINO DE MESA (VINIFERA),48559180,1986
Tinto,12282967,1986
Branco,34794145,1986
Rosado,1482068,1986
SUCO,4313768,1986
Suco de uva integral,2116507,1986
Suco de uva concentrado,2197261,1986
Suco de uva adoçado,0,1986
Suco de uva orgânico,0,1986
Suco de uva reconstituído,0,1986
DERIVADOS,14785645,1986
Espumante,0,1986
Espumante moscatel,0,1986
Base espumante,0,1986
Base espumante moscatel,0,1986
Base Champenoise champanha,0,1986
Base Charmat champanha,0,1986
Bebida de uva,0,1986
Polpa de uva,0,1986
Mosto simples,7031320,1986
Mosto concentrado,295800,1986
Mosto de uva com bagaço,0,1986
Mosto dessulfitado,0,1986
Mistelas,378400,1986
Néctar de uva,0,1986
Licorosos,0,1986
Compostos,0,1986
Jeropiga,173000,1986
Filtrado,0,1986
Frisante,0,1986
Vinho leve,0,1986
Vinho licoroso,0,1986
Brandy,0,1986
Destilado,222230,1986
Bagaceira,156100,1986
Licor de bagaceira,0,1986
Vinagre,0,1986
Borra líquida,6357648,1986
Borra seca,0,1986
Vinho Composto,0,1986
Pisco,0,1986
Vinho orgânico,171147,1986
Espumante orgânico,0,1986
Destilado alcoólico simples de bagaceira,0,1986
Vinho acidificado,0,1986
Mosto parcialmente fermentado,0,1986
Outros derivados,0,1986
Total,225370115,1986
VINHO DE MESA,244791058,1988
Tinto,173747942,1988
Branco,32660045,1988
Rosado,38383071,1988
VINHO FINO DE MESA (VINIFERA),76560765,1988
Tinto,18690518,1988
Branco,56441847,1988
Rosado,1428400,1988
SUCO,7586870,1988
Suco de uva integral,2018000,1988
Suco de uva concentrado,5568870,1988
Suco de uva adoçado,0,1988
Suco de uva orgânico,0,1988
Suco de uva reconstituído,0,1988
DERIVADOS,19644584,1988
Espumante,76000,1988
Espumante moscatel,0,1988
Base espumante,0,1988
Base espumante moscatel,0,1988
Base Champenoise champanha,0,1988
Base Charmat champanha,0,1988
Bebida de uva,0,1988
Polpa de uva,0,1988
Mosto simples,16544460,1988
Mosto concentrado,384200,1988
Mosto de uva com bagaço,0,1988
Mosto dessulfitado,0,1988
Mistelas,196000,1988
Néctar de uva,0,1988
Licorosos,3000,1988
Compostos,2000,1988
Jeropiga,61000,1988
Filtrado,88000,1988
Frisante,0,1988
Vinho leve,0,1988
Vinho licoroso,0,1988
Brandy,5216,1988
Destilado,287220,1988
Bagaceira,29000,1988
Licor de bagaceira,0,1988
Vinagre,0,1988
Borra líquida,1953488,1988
Borra seca,0,1988
Vinho Composto,0,1988
Pisco,0,1988
Vinho orgânico,15000,1988
Espumante orgânico,0,1988
Destilado alcoólico simples de bagaceira,0,1988
Vinho acidificado,0,1988
Mosto parcialmente fermentado,0,1988
Outros derivados,0,1988
Total,348583277,1988
VINHO DE MESA,181801961,1989
Tinto,136931173,1989
Branco,24603265,1989
Rosado,20267523,1989
VINHO FINO DE MESA (VINIFERA),72772144,1989
Tinto,16140751,1989
Branco,54983093,1989
Rosado,1648300,1989
SUCO,6923183,1989
Suco de uva integral,2824600,1989
Suco de uva concentrado,4098583,1989
Suco de uva adoçado,0,1989
Suco de uva orgânico,0,1989
Suco de uva reconstituído,0,1989
DERIVADOS,12004574,1989
Espumante,0,1989
Espumante moscatel,0,1989
Base espumante,0,1989
Base espumante moscatel,0,1989
Base Champenoise champanha,0,1989
Base Charmat champanha,0,1989
Bebida de uva,0,1989
Polpa de uva,0,1989
Mosto simples,8141100,1989
Mosto concentrado,732470,1989
Mosto de uva com bagaço,0,1989
Mosto dessulfitado,0,1989
Mistelas,32000,1989
Néctar de uva,0,1989
Licorosos,20000,1989
Compostos,1900,1989
Jeropiga,42000,1989
Filtrado,39000,1989
Frisante,0,1989
Vinho leve,249000,1989
Vinho licoroso,0,1989
Brandy,6500,1989
Destilado,176800,1989
Bagaceira,52000,1989
Licor de bagaceira,0,1989
Vinagre,0,1989
Borra líquida,2426804,1989
Borra seca,0,1989
Vinho Composto,0,1989
Pisco,0,1989
Vinho orgânico,85000,1989
Espumante orgânico,0,1989
Destilado alcoólico simples de bagaceira,0,1989
Vinho acidificado,0,1989
Mosto parcialmente fermentado,0,1989
Outros derivados,0,1989
Total,273501862,1989
VINHO DE MESA,150467184,1987
Tinto,97841160,1987
Branco,27497857,1987
Rosado,25128167,1987
VINHO FINO DE MESA (VINIFERA),47301266,1987
Tinto,10920073,1987
Branco,35432544,1987
Rosado,948649,1987
SUCO,5469016,1987
Suco de uva integral,2262240,1987
Suco de uva concentrado,3206776,1987
Suco de uva adoçado,0,1987
Suco de uva orgânico,0,1987
Suco de uva reconstituído,0,1987
DERIVADOS,14905862,1987
Espumante,0,1987
Espumante moscatel,0,1987
Base espumante,0,1987
Base espumante moscatel,0,1987
Base Champenoise champanha,0,1987
Base Charmat champanha,0,1987
Bebida de uva,0,1987
Polpa de uva,0,1987
Mosto simples,7821040,1987
Mosto concentrado,400500,1987
Mosto de uva com bagaço,0,1987
Mosto dessulfitado,0,1987
Mistelas,402600,1987
Néctar de uva,0,1987
Licorosos,0,1987
Compostos,0,1987
Jeropiga,122000,1987
Filtrado,0,1987
Frisante,0,1987
Vinho leve,0,1987
Vinho licoroso,0,1987
Brandy,0,1987
Destilado,472576,1987
Bagaceira,325600,1987
Licor de bagaceira,0,1987
Vinagre,0,1987
Borra líquida,5142446,1987
Borra seca,0,1987
Vinho Composto,0,1987
Pisco,0,1987
Vinho orgânico,219100,1987
Espumante orgânico,0,1987
Destilado alcoólico simples de bagaceira,0,1987
Vinho acidificado,0,1987
Mosto parcialmente fermentado,0,1987
Outros derivados,0,1987
Total,218143328,1987
VINHO DE MESA,182816047,1997
Tinto,116458841,1997
Branco,41842945,1997
Rosado,24514261,1997
VINHO FINO DE MESA (VINIFERA),46988414,1997
Tinto,12590647,1997
Branco,33792167,1997
Rosado,605600,1997
SUCO,13409014,1997
Suco de uva integral,2884969,1997
Suco de uva concentrado,10524045,1997
Suco de uva adoçado,0,1997
Suco de uva orgânico,0,1997
Suco de uva reconstituído,0,1997
DERIVADOS,24553317,1997
Espumante,0,1997
Espumante moscatel,0,1997
Base espumante,0,1997
Base espumante moscatel,0,1997
Base Champenoise champanha,0,1997
Base Charmat champanha,0,1997
Bebida de uva,0,1997
Polpa de uva,0,1997
Mosto simples,19066000,1997
Mosto concentrado,490000,1997
Mosto de uva com bagaço,0,1997
Mosto dessulfitado,0,1997
Mistelas,0,1997
Néctar de uva,0,1997
Licorosos,0,1997
Compostos,0,1997
Jeropiga,0,1997
Filtrado,0,1997
Frisante,0,1997
Vinho leve,0,1997
Vinho licoroso,0,1997
Brandy,0,1997
